"Link,","FullName,","Position,",Organization
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMjkzOTA5MDQ=,Altaf Alimohamed,Managing Director,Media Solutions Fz Llc
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMjkzOTA3MjM=,Sandeep Reddy,Senior Sales Manager,Telr Payments
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMjk5ODA0NjM=,Palau Marco,Operations Manager,PGP Group
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMjk5MDU3NjY=,Gul Gull,Director,taaruff FZE
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMjk4OTgzMzU=,Rand Sadi,COO,Taif Tec FZ LLC
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMjk4ODYzMDA=,Talha Mehmood,Managing Director,Level 8
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMjk4NzM3NjQ=,Shibu Shajahan,General Manager,Al Taj Electronics
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMjk2ODcyNzA=,Yaseer Zeni,CEO,Wayz Consulting
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMjk2ODcxMTY=,Shams Venkitta,Managing Director,Abzer DMCC
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMjk2NjYxODg=,Mansour Alshalabi,Customer service manager,mazaady
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMjk2NTI3NTM=,OM KHATRI,DIRECTOR,OMNIA MARKETING SERVICES
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMjk2NDY3MzI=,Darshan Ganatra,CEO,Inzeit Marketing Management
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMjk2NDU1MTI=,Muhammad Umar Farooq Rana,Chief Executive Officer,Alchemative
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMjk2MjA2NTE=,Tarek Al Aryan,Managing Director,Clicxo Portal
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMjk1OTQ3ODU=,Naim Almotawa,CEO,Al motawa trading company
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMjk0NTE5NjU=,Ghassan Mannaa,CEO,CTSNet
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMjk0NTE5MjQ=,KHALIL EL KHALILI,MANAGING DIRECTOR,BASES GLOBAL DMCC
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMjk0NTE3MDA=,MOHAMMAD SARWAR JAMAL,REGIONAL MANAGER,ALTKAMUL ALTIQANI COMPUTERS
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMjk0NTE2NDg=,mohamad maher jamous,Chief Executive Officer,Mazaady portal
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNTY5NzE=,Gerundio Anasco,Finance,THALES
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzMzQ0ODU=,Naseer Ahmed,Technical Manager,RFM LOYALTY CO LLC
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAxNzkyODA=,Haisam Jamal,CEO,Distichain
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAwODc4ODI=,Mubeen Bahoo,IT Professional,iStallena
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzA1NTM4ODQ=,Syed M. Sultan Mahmood,Head,Masters Group
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzA1MTk3MTI=,Ahmad Nasser,CEO,HORECA
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMjkzOTEyMDQ=,mohamad maher jamous,Chief Executive Officer,Mazaady portal
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMjk5ODk1NDk=,Steve Raju,Founder and Director,Think Tribe Technologies
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMjk5Nzk2NDQ=,Jayalal Vijayan,Sales Manager,Verisec Middle East FZ-LLC
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMjk5MDYyNzk=,Zulfiqar Ali,DIRECTOR,Mac World Logistic
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMjk4MDg0MDc=,David Sopuch,CEO,Avetti.com Corporation
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMjk2NTI1MTQ=,Adnan Khurshid,Director Operations,LEATHER SKIN FZ LLC
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMjk1OTQzNDE=,Bassam Al Khatib,CEO,K Group
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzOTgzNzM=,Babak Khademi,Co-Founder & Art Director,Benobob Advertising Agency
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzOTg4MDM=,Haneen Suleiman,Managing Director,Moon tech LTD
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzOTc5Nzg=,Rasha Suleiman,Head of Innovation,Moon tech LTD
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzOTc2MjY=,Tasmiha Anam,Marketing Manager,Ace Esntl
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzOTYzNjY=,Hany shahul,Team leader,Geidea
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzOTYzNjU=,Jagriti Negi,Operations,Geidea
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzOTY0MTQ=,Hareesh Odatt Rajendran,General Manager,Cloud Native IT Solutions
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzOTY0MTI=,Shivaprasad Govinda Kusuma,Marketing Lead,Flexi global Logistics FZ-LLC
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzOTU1Mzg=,Shafaat Khan,Coo,Safetex group
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzODkwMTY=,Munmun Bose,Founder,Prayaans
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzODQxNjU=,Alhasan Farajallah,CTO,Esaal Solutions
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzODE5OTY=,Sarah Valdez,Managing Director,Elisseans FZC
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzODE5NTg=,Conrad Andrew Valdez,General Manager,Elisseans FZE
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNzIwMzY=,ABDUL MUNEER,CEO,MARKETS2HOME
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNzEyNDc=,Vera Elias,CEO,Viceversa
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNjgyOTI=,Amir Sebai,"Search Engine Optimization & Marketing Consultant, & Online Start-ups Developer - Founder",DS Enterprise - FZE.
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNjgwNjM=,Ahmad Ibrahim,Director,Ascertia
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNjgwNjI=,Oybek Khalikovic,CTO,Karve Digital
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNjg4Mjk=,Georr Daniel,founder,Goat Skins
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNjg2NzI=,Ali Jabbar,opration manager,labeeb
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNjg0MjM=,Anvarsha A,Manager - Growth and Development,WebCastle Technologies LLC
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNjc4MzU=,Abhay Mishra,Cofounder and CEO,MonetWork
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNjc4MzQ=,Andrei Rostovskii,General Manager,LRV Group
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNjc2NjY=,Ahmed Ibrahim,Managing Director,High Potential for Marketing Services
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNjc2NTg=,ABHISHEK MISHRA,FOUNDER AND CEO,RIGEL MEDIA
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNjc1NzY=,Abdul Raheman .,C.T.O,IRIZ ID
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNjc1NzM=,Aditya Bhagat,CEO,BankBuddy.ai
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNjYxNjM=,Ahmed Awad,Manager,Pixatech
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNjYxMDg=,hemal sherigar,Fraud Data Analyst,noqodi
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNjYwNzc=,mohamed elhawary,Senior Product Owner,noqodi
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNjYwMDQ=,namrata kaul,Product Manager,noqodi
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNjYwMDI=,Wassim Bouchiha,Senior Product Owner,noqodi
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNjY3MTI=,Ali Habib,Tech Lead,Cela Vogue
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNjY1NTU=,ZDS LLC-FZ,Intern,Zds
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNjUzNTM=,Mark Langworth,"Managing Director, Middle East",Include ApS
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNjU4ODE=,Fateeha Rizean,Digital Marketing Executive,Bans with nature
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNjU2MzQ=,ayman hamed,Regional director,Dragon Rouge
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNTgxNDY=,Basim Amin,Director,Halo by Hala
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNTcwMTg=,Andre Oppel,CEO,TradeCircle GmbH
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNTc3NTc=,Bassel El Koussa,CEO,Quiqup
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNTc1Nzk=,JULIEN TOIGO,Commercial Director,Wondergifts
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNTc0ODY=,Mohammed Akbarshan,Sales Officer,Geidea
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNTc0NTg=,Mahmoud Yasin,Business developer,Al Faris Institute
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNTYzNTE=,Umar Fareez,Partner,Eanasir Digital Marketing
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNTY0OTI=,Akhtar Edroos,CTO,Gulf Business Foundation
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNTUzODg=,Aadil Sheriff,Logistics planning,AD Ports Group
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNTU0NDE=,Sana Umar,Partner,ZA Brands LLC
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNTQ2ODA=,Haya Kalifah,Head of Operations,KenzWoman
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNTQ0MTk=,Dylan Enright,E-commerce agency owner,Team Bliink
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNTMwMjE=,Eduard Darbinian,General Manager,Advento L.L.C FZ
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNTM3OTk=,Rakan Alnsour,Ceo,Dr jobs fz llc
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNTE1MDY=,Ilia Ivanov,CEO,AiSpire
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNTAyNTU=,Gladys Elkington,Proposition Manager,ID Sugarfree Netherlands
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNTAyNTQ=,Malek Diab,General Manager,Scandinavia
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNTAxNDE=,mohamad Aljezawi,Manager,DIM DIGITAL MARKETING
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNDg4MDg=,Kashif Rasheed,IT Prpject Manager,UnionCoop
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNDcyOTg=,Muhammad Daniyal Faisal,Student,Solace Spree
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNDcyMTY=,Shoaib Mushtaq,CTO,ITB Commerce
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNDcyMTQ=,Dmitry Lazarenko,CEO,Partnerway Consulting
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNDcxNDU=,Araditaa Shah,Manager,Arasha Technologies LLC
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNDYzNTM=,Ahmed Esmat,Digital marketing executive,Fmm.agency
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNDYzNDc=,Dounia Hassoun,COO,BRAMS TECHNOLOGIES LLC
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNDY3MjY=,Fawaz Mekhlef,CEO,Millionaire Aisle
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNDY0NDk=,Asim Saeed,Sales Director,Spectra Vision ME
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNDY0NDI=,Riddhi Soni,Owner,Eleganza
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNDY0Mzg=,Mustafa Bengali,Marketing Manager,Forever Makeup Trading Llc
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNDQyMDE=,Fadel Alhawi,Audit Quality Manager,FSH Certified Public Accountants
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNDIzNjc=,Rob Pye,CEO,Beauty Tribe
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNDIxNjI=,Mohammed mansoor M k,Ceo,Tec deal IT solutions llc
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNDIxNTc=,Fawwad Khan,Founder,Ideal Vision FZ LLC
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNDIxNTQ=,Darakhshan Nageen,General manager,AWD Tech Solutions
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNDIxNTI=,Subramanya Sreekanth Ravinutala,Managing Director,Option Works Software FZ LLC
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNDIxNDA=,Satya Chatla,Director,Bhuman IT Fzco
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNDIxMDQ=,Raheel Ahmed Khan Lodhi,C.E.O,Septillion Solutions Limited
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNDIwODY=,Reymund Guinto,CEO,Lyra Straton
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNDIwODI=,Ashish Thomas,Director,Mozanta Technologies LLC
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNDIwNjg=,Farida Islam,Entrepreneur,Far.reader LLC
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNDIwNTE=,Shantnu Vishnu Dev,Operations Manager,Yandex
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNDIwNTA=,Bhanu Prakash Suvvala,Marketing head,Focify solutions
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNDIwNDc=,Dharmendra kumar,General Manager,RGHT NOW L.L.C FZ
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNDIwMzU=,Taher Gangardiwala,Managing director,Sociable
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNDI0NTI=,Mehdi Hasan,CEO,Swiftech Solutions
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNDEyODk=,RAJESH KOTTA,CEO,Frank & Frank Collective
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzNDAxMTg=,Jerome Sonnet,CEO,Letzdoo
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzMzgzOTE=,Ahmed Kabeer Mohamed Ibrahim,ERP Admin,AL SHABAKA TYPING SERVICE
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzMzczNzM=,islam ahmed,Project manager,NQAL
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzMzczNzI=,Saeed AL Shamsi,Ceo Founder,NQAL
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzMzczNjg=,Maher Ghazal,Chief Growth Officer,PiWheel
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzMzc2OTg=,Mohamed Rayes,Cofounder,tapp
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzMzc2OTY=,Walaa El Safadi,Cofounder,tapp
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzMzUwOTE=,Shehab Al maun,Digital Marketing Manager,Doodle inc.
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzMzU2OTY=,Shehroz Ahmad,Software Developer,Kruzbit Information Technology Network Services Est.
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzMzU1NTk=,Hein van Dyk,CEO,HERM Consulting Group
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzMzQzNTE=,Gurcharanpreet Singh Bhangu,Director,Trendy Beat Network
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzMzQxNDY=,Shashank Panchmukh,Chief Executive Officer,Menakart DMCC
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzMzQxNDA=,Praveen Chandrasekharan,Chief Operating Officer,Menakart DMCC
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzMzQwOTE=,Kevin Cole,COO,OMXDigital DMCC
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzMzQwODQ=,Mohamed Fahmy,CPO,Cassbana
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzMzQ3Njk=,Ishita Verma,COO,Klub Capital
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzMzQ0ODc=,Atif Shahzad,Director,Daniel & Philip's Leaf
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzMzQ0ODM=,Ivana Stepanovic,Relationship Manager,Breinrock
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzMzQ0MTk=,Jamal Khalid,CEO,Ethos Partners
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzMzM3NDM=,Zeyad Rajab,Senior Marketer,ZRG Media
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzMzM2NTc=,Maria El Fassi,COO and Co-Founder,Wondergifts
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzMzM2NTY=,Michelle Newell,Director of Operations,"Global Cybliss, LLC"
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzMzM2Mjg=,Sulaiman Alfaifi,Founder,Nu-Sigma
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzMzM2MDg=,Viresh Bhatt,Owner Partner,Bombino Express Logistics LLC
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzMzM2MDI=,Arlene Ruiz,Business Owner/ Manager,Arzi Empire
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzMzM0NDY=,Azzam Jarad,Co-founder & CTO,FitLynk FZ-LLC
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzMzM0NDI=,Thinakaran Rajamoorthi,Technical Service Manager,Altheqa Gate General Trading Company W.L.L
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzMzI3NzA=,MUHAMMAD Arif,Telecom Engineer,Individual
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzMzI1Mjk=,Geahir Abdoul,CEO,NYYA
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzMzEwMTI=,haris mahmood,Business Director,Brand Code
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzMjkyNDI=,Ghada Mohamed,Marketing,fds
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzMTMxNjQ=,Yahya Suradi,Manager,Emirates Logistics LLC
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzMTE1MDM=,Usamn Awan,Director,POS Link Merchant Solutions
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzMTA4ODY=,Ali houssein,Product Manager,Dawlad inc.
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzMTA4ODU=,Daniel Harding,Founder,Sonorous Group
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzMTA3MzY=,Noufal Meem,Founder,Incentivelabs technologies limited
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzMTA0MTQ=,Muhammad Sohail,CSO,Bitaffix
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzMDcwMzQ=,Waqar Ahmed,CEO,Securitanium
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzMDc5NjY=,Abdulqadir Vajihi,CEO,Smart solution
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzMDU2Mjk=,Saad Abdalla,COO,Mad Rewards
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzMDQzOTY=,Syed Asad Ali Naqvi,General Manager,BenchMatrix Solutions
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzMDQzODI=,Sampath Inturi,CEO,FourNines LLC.FZ
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzMDQ0OTA=,Malik AlZubaidi,Founder,Leemify
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzMDI3MTI=,Muhammad Nowkhaiz,Cofounder,Retailo
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzMDEwMDA=,Engi Salah,Global Managing Director,Qoodz
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAzMDE4Mzk=,Oana Lita,CMO,Baya
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyOTk1MDc=,Simon Cooper,Finance operating partner,Gulf ca
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyOTk0MTY=,محمد الفرحان,عامل انشاءات,بن زقر
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyOTk0MTQ=,Kapil Panday,Head - Global Strategic Partnerships,Finsol Payment Services Proivder
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyOTgzOTg=,Tarang Bhargava,Founder,vCommission
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyOTgzNjY=,Karim Elsolh,CEO,Gulf capital
https://app.seamless-expo.com/event/seamless-middle-east-2024/person/RXZlbnRQZW9wbGVfMzAyOTgzNjU=,Marc Ziade,Senior associate,Gulf capital
